Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Projects_Completed,Certifications,Soft_Skills_Score,Starting_Salary,Current_Job_Level
23.0,1,2.51,141.0,2.13,2,4.0,6.0,5.0,10.0,36200.0,0
23.0,0,2.76,483.0,2.6,0,4.0,9.0,1.0,10.0,45800.0,0
21.0,1,3.74,305.0,2.02,2,3.0,6.0,4.0,10.0,25000.0,0
25.0,1,3.33,345.0,3.39,2,3.0,1.0,3.0,6.0,80900.0,3
21.0,0,2.68,562.0,3.24,2,1.0,2.0,5.0,5.0,53700.0,3
25.0,1,3.37,270.0,3.29,0,4.0,9.0,1.0,1.0,63700.0,2
25.0,0,2.04,108.0,2.75,4,3.0,7.0,2.0,4.0,44100.0,2
22.0,2,3.47,558.0,2.42,1,1.0,1.0,2.0,8.0,42600.0,1
21.0,1,2.97,474.0,3.44,3,2.0,6.0,3.0,8.0,48400.0,0
29.0,0,3.63,82.0,3.62,4,4.0,5.0,0.0,6.0,47400.0,0
19.0,1,3.91,638.0,2.28,2,0.0,9.0,4.0,3.0,85500.0,0
28.0,1,3.85,84.0,2.97,6,4.0,3.0,5.0,8.0,56000.0,0
20.0,1,3.82,290.0,2.5,5,3.0,3.0,2.0,7.0,60200.0,0
20.0,0,3.02,71.0,2.34,6,4.0,2.0,5.0,9.0,50300.0,3
21.0,0,2.72,175.0,3.47,0,0.0,5.0,3.0,3.0,51200.0,0
21.0,0,2.93,828.0,3.08,1,4.0,2.0,4.0,6.0,60200.0,3
27.0,2,3.38,842.0,2.43,2,3.0,8.0,1.0,1.0,49500.0,2
28.0,1,3.77,463.0,2.62,0,2.0,3.0,5.0,8.0,71000.0,0
28.0,1,2.41,849.0,3.93,3,3.0,3.0,3.0,2.0,37600.0,1
22.0,0,3.84,395.0,3.7,1,1.0,1.0,1.0,5.0,68200.0,2
21.0,0,3.63,866.0,3.76,1,3.0,1.0,1.0,6.0,67500.0,2
28.0,1,3.96,91.0,2.92,0,1.0,6.0,1.0,4.0,81300.0,0
27.0,1,3.76,469.0,3.25,4,4.0,4.0,4.0,9.0,25000.0,2
25.0,0,2.56,863.0,2.75,5,1.0,2.0,0.0,3.0,66200.0,0
23.0,0,2.21,434.0,2.16,6,4.0,5.0,5.0,2.0,40000.0,0
23.0,1,2.22,249.0,2.8,4,1.0,5.0,1.0,3.0,63400.0,0
25.0,1,2.58,644.0,3.19,1,3.0,0.0,2.0,5.0,63300.0,0
24.0,0,3.23,681.0,2.57,6,0.0,2.0,4.0,1.0,37200.0,2
27.0,0,3.61,955.0,3.7,1,4.0,4.0,4.0,10.0,60700.0,2
28.0,1,3.8,572.0,2.3,5,1.0,6.0,1.0,4.0,44900.0,0
29.0,0,3.25,881.0,2.73,1,0.0,3.0,2.0,1.0,39600.0,2
27.0,1,2.01,849.0,2.25,1,1.0,7.0,3.0,9.0,25000.0,0
25.0,1,2.37,241.0,2.81,3,1.0,2.0,4.0,3.0,71200.0,0
19.0,0,2.2,702.0,2.08,6,1.0,5.0,1.0,2.0,48600.0,0
26.0,0,2.73,496.0,2.55,3,3.0,5.0,5.0,5.0,34200.0,2
18.0,1,3.0,340.0,2.8,6,1.0,8.0,1.0,1.0,54800.0,2
25.0,0,2.09,793.0,2.96,5,0.0,3.0,5.0,10.0,51600.0,0
29.0,0,2.7,744.0,3.09,5,1.0,6.0,5.0,7.0,36200.0,0
28.0,0,2.36,471.0,2.55,3,2.0,9.0,0.0,9.0,36500.0,0
29.0,0,3.29,463.0,3.05,3,4.0,0.0,0.0,1.0,66600.0,2
29.0,0,2.93,801.0,3.02,3,3.0,0.0,3.0,8.0,53200.0,3
21.0,0,2.99,275.0,2.63,5,2.0,1.0,3.0,8.0,40300.0,2
21.0,1,2.86,825.0,3.66,5,2.0,3.0,5.0,7.0,44300.0,0
22.0,1,3.91,15.0,3.09,0,0.0,5.0,3.0,10.0,44500.0,2
25.0,1,2.43,41.0,2.66,3,0.0,3.0,3.0,4.0,25000.0,1
22.0,0,3.03,965.0,3.89,4,3.0,5.0,1.0,7.0,64100.0,3
25.0,0,3.47,208.0,3.69,4,3.0,1.0,1.0,2.0,44500.0,1
27.0,1,3.11,60.0,3.97,1,4.0,8.0,1.0,6.0,47700.0,2
18.0,1,3.86,365.0,3.38,2,1.0,2.0,2.0,5.0,58400.0,0
29.0,0,2.76,240.0,2.76,3,3.0,6.0,5.0,5.0,68700.0,3
27.0,1,2.93,608.0,2.56,2,3.0,0.0,3.0,8.0,53000.0,3
26.0,0,2.18,790.0,3.33,2,1.0,7.0,2.0,1.0,33600.0,0
23.0,1,3.22,939.0,3.96,1,4.0,3.0,4.0,8.0,46300.0,2
20.0,0,2.58,160.0,3.25,2,0.0,4.0,5.0,4.0,49000.0,3
25.0,0,2.32,397.0,3.76,5,4.0,6.0,4.0,10.0,25000.0,3
26.0,1,3.09,934.0,2.66,2,1.0,2.0,1.0,6.0,57100.0,2
23.0,1,3.06,794.0,2.81,5,0.0,8.0,4.0,6.0,59900.0,2
28.0,1,2.15,500.0,3.81,5,0.0,8.0,1.0,1.0,51400.0,2
24.0,0,3.4,209.0,3.51,4,0.0,7.0,5.0,8.0,37500.0,2
18.0,0,3.25,133.0,3.96,5,4.0,0.0,5.0,4.0,53200.0,0
22.0,1,2.38,381.0,3.55,2,1.0,1.0,3.0,9.0,65400.0,0
22.0,0,2.94,433.0,2.9,6,4.0,1.0,2.0,7.0,46700.0,2
27.0,0,3.44,609.0,3.06,3,4.0,2.0,1.0,4.0,62000.0,0
21.0,1,3.06,731.0,3.8,3,2.0,1.0,0.0,1.0,56500.0,2
23.0,1,2.79,389.0,3.1,2,3.0,0.0,0.0,9.0,25000.0,0
24.0,0,2.64,997.0,2.51,1,4.0,4.0,3.0,10.0,42300.0,2
26.0,0,3.22,583.0,2.87,6,2.0,5.0,2.0,6.0,57800.0,2
18.0,0,3.88,432.0,3.03,1,1.0,6.0,1.0,6.0,52000.0,3
23.0,0,3.34,274.0,2.19,1,2.0,9.0,3.0,1.0,64100.0,2
24.0,0,2.15,351.0,3.49,2,4.0,6.0,2.0,5.0,53500.0,2
20.0,1,2.92,134.0,2.22,0,1.0,1.0,0.0,4.0,59800.0,0
25.0,0,3.78,66.0,2.81,2,2.0,6.0,1.0,1.0,45000.0,0
22.0,0,2.19,639.0,3.61,4,4.0,1.0,2.0,7.0,55000.0,0
26.0,0,3.98,205.0,2.94,0,1.0,1.0,4.0,4.0,34700.0,3
22.0,1,3.9,298.0,3.68,5,1.0,5.0,1.0,3.0,63000.0,2
26.0,1,2.16,117.0,2.68,6,3.0,5.0,4.0,2.0,54100.0,0
27.0,1,3.87,948.0,3.92,0,4.0,7.0,5.0,8.0,31800.0,2
21.0,1,2.73,267.0,2.42,2,3.0,4.0,5.0,5.0,46600.0,0
26.0,1,3.69,794.0,2.08,2,1.0,4.0,5.0,10.0,87500.0,0
22.0,0,2.84,149.0,3.74,1,1.0,9.0,3.0,9.0,47100.0,0
27.0,0,2.88,194.0,3.5,2,2.0,0.0,2.0,5.0,45400.0,0
26.0,1,3.27,680.0,2.46,5,3.0,3.0,5.0,10.0,38600.0,0
20.0,0,3.55,824.0,3.97,4,0.0,0.0,2.0,1.0,33800.0,1
21.0,1,2.07,886.0,3.0,2,4.0,9.0,2.0,10.0,35300.0,2
26.0,1,3.19,179.0,3.9,3,3.0,4.0,2.0,5.0,80300.0,2
27.0,1,2.37,148.0,3.01,3,1.0,7.0,1.0,5.0,55500.0,2
28.0,0,2.69,465.0,2.94,1,2.0,0.0,4.0,8.0,28800.0,0
23.0,1,2.7,976.0,2.9,0,4.0,2.0,4.0,6.0,50300.0,1
19.0,1,2.94,569.0,2.67,0,4.0,0.0,3.0,5.0,65400.0,1
24.0,1,2.67,5.0,3.07,3,2.0,5.0,5.0,8.0,56400.0,2
19.0,0,2.21,526.0,2.91,4,1.0,9.0,3.0,1.0,29400.0,0
28.0,1,2.29,280.0,2.07,6,0.0,0.0,2.0,5.0,59700.0,3
19.0,0,2.07,499.0,2.52,5,2.0,9.0,0.0,3.0,50500.0,0
28.0,0,2.94,836.0,2.43,5,0.0,2.0,0.0,5.0,53200.0,2
18.0,0,3.91,436.0,3.73,5,3.0,4.0,2.0,3.0,77800.0,0
28.0,0,2.23,816.0,3.2,4,4.0,4.0,5.0,4.0,49700.0,0
28.0,1,3.89,216.0,3.53,3,1.0,1.0,4.0,9.0,39500.0,3
29.0,1,3.47,687.0,3.91,5,0.0,2.0,3.0,2.0,25000.0,1
28.0,0,3.27,828.0,3.29,4,1.0,8.0,1.0,10.0,39600.0,3
20.0,1,3.29,969.0,3.97,6,3.0,0.0,0.0,1.0,38700.0,0
23.0,0,3.65,515.0,2.62,0,0.0,0.0,3.0,4.0,25000.0,0
25.0,0,2.21,887.0,2.37,3,1.0,1.0,0.0,8.0,60100.0,1
26.0,0,3.01,137.0,2.81,2,1.0,7.0,4.0,5.0,57600.0,0
24.0,0,3.39,978.0,2.94,5,3.0,5.0,4.0,9.0,49600.0,2
21.0,2,3.17,612.0,3.79,6,2.0,3.0,2.0,10.0,35100.0,0
23.0,0,3.67,595.0,3.12,6,3.0,6.0,2.0,3.0,53700.0,0
22.0,1,2.14,280.0,2.58,6,0.0,5.0,0.0,9.0,59400.0,3
25.0,0,3.38,132.0,3.49,0,0.0,8.0,0.0,1.0,76500.0,0
18.0,1,3.07,393.0,3.01,4,4.0,5.0,3.0,2.0,55200.0,2
18.0,1,2.76,481.0,2.32,1,1.0,1.0,2.0,9.0,56900.0,0
28.0,0,2.68,513.0,3.15,5,0.0,2.0,4.0,9.0,52500.0,0
23.0,1,3.24,628.0,3.82,2,2.0,8.0,5.0,10.0,47100.0,0
27.0,1,3.78,419.0,3.69,5,2.0,6.0,3.0,5.0,61700.0,2
29.0,1,2.99,202.0,3.17,3,3.0,5.0,3.0,10.0,49200.0,1
19.0,0,3.65,652.0,2.75,4,0.0,4.0,1.0,4.0,47800.0,3
22.0,0,2.8,658.0,2.17,6,0.0,2.0,5.0,9.0,44500.0,2
18.0,0,2.2,462.0,2.94,5,4.0,3.0,4.0,10.0,45600.0,2
24.0,1,2.12,778.0,3.5,0,4.0,0.0,3.0,2.0,55100.0,3
18.0,0,2.1,202.0,2.72,6,4.0,4.0,5.0,3.0,59300.0,0
21.0,0,2.76,914.0,2.47,4,0.0,6.0,1.0,8.0,39200.0,2
26.0,1,2.67,152.0,3.86,3,3.0,1.0,5.0,1.0,53200.0,3
18.0,1,3.44,897.0,3.64,2,3.0,7.0,2.0,2.0,36600.0,2
21.0,1,3.49,222.0,3.28,6,3.0,9.0,4.0,5.0,59500.0,0
23.0,2,2.1,79.0,2.27,5,3.0,5.0,2.0,7.0,72100.0,2
23.0,0,2.44,200.0,2.29,5,2.0,9.0,1.0,10.0,58300.0,0
29.0,0,2.55,762.0,2.21,0,0.0,2.0,4.0,9.0,45200.0,3
25.0,1,3.1,99.0,3.23,0,1.0,1.0,0.0,3.0,65400.0,2
18.0,0,2.29,978.0,2.23,1,0.0,7.0,0.0,4.0,31500.0,3
24.0,0,2.27,912.0,3.69,0,3.0,3.0,0.0,10.0,54500.0,0
18.0,0,3.89,213.0,3.99,1,2.0,6.0,5.0,1.0,92400.0,1
24.0,2,3.61,143.0,2.73,2,2.0,6.0,3.0,1.0,36800.0,2
20.0,1,2.36,702.0,2.91,3,0.0,9.0,5.0,1.0,45100.0,3
28.0,1,2.81,389.0,3.42,1,1.0,8.0,5.0,4.0,46700.0,2
25.0,0,2.71,813.0,3.87,6,3.0,9.0,5.0,9.0,33200.0,0
20.0,0,3.58,374.0,3.79,4,2.0,7.0,5.0,8.0,38700.0,0
18.0,0,3.02,52.0,2.12,5,3.0,7.0,0.0,4.0,50400.0,0
25.0,1,2.26,967.0,2.34,6,3.0,6.0,3.0,8.0,74100.0,2
20.0,0,3.48,624.0,3.51,5,3.0,9.0,3.0,7.0,57200.0,0
19.0,1,2.79,135.0,3.38,3,4.0,4.0,1.0,6.0,66800.0,2
18.0,1,2.53,411.0,2.27,0,3.0,8.0,0.0,10.0,62500.0,2
20.0,0,2.75,985.0,3.0,4,3.0,6.0,4.0,2.0,55200.0,0
19.0,0,3.0,470.0,3.56,6,1.0,2.0,5.0,3.0,25000.0,0
19.0,1,2.69,112.0,2.44,4,1.0,5.0,3.0,4.0,74200.0,0
23.0,1,2.48,525.0,3.74,1,4.0,2.0,1.0,7.0,65400.0,3
29.0,1,2.8,785.0,2.11,3,4.0,5.0,3.0,8.0,54200.0,0
18.0,1,2.04,745.0,3.56,6,3.0,7.0,4.0,8.0,30800.0,0
19.0,0,3.54,44.0,3.23,0,2.0,8.0,4.0,4.0,28100.0,2
23.0,0,2.34,397.0,2.63,4,2.0,1.0,0.0,9.0,32000.0,2
20.0,1,2.09,986.0,3.44,0,0.0,5.0,3.0,8.0,39700.0,0
21.0,0,3.31,585.0,3.56,4,2.0,2.0,4.0,5.0,55500.0,0
18.0,0,3.55,261.0,3.87,6,2.0,6.0,2.0,3.0,46300.0,0
25.0,0,3.63,743.0,2.74,3,1.0,3.0,4.0,2.0,51400.0,0
24.0,1,2.99,545.0,3.37,2,0.0,4.0,4.0,9.0,58300.0,0
24.0,0,2.41,388.0,3.21,6,0.0,9.0,3.0,1.0,69600.0,0
20.0,1,3.47,476.0,3.05,0,1.0,5.0,5.0,7.0,40600.0,0
27.0,1,3.4,410.0,3.78,2,2.0,7.0,4.0,7.0,25000.0,0
27.0,1,2.49,580.0,2.01,3,2.0,1.0,1.0,1.0,38000.0,2
20.0,0,3.81,16.0,2.56,0,0.0,3.0,5.0,7.0,59000.0,2
19.0,1,2.21,997.0,3.08,3,2.0,3.0,4.0,1.0,62600.0,3
29.0,1,3.97,662.0,2.36,4,0.0,5.0,2.0,2.0,62900.0,3
18.0,1,3.72,804.0,3.82,6,2.0,3.0,4.0,9.0,39600.0,3
24.0,0,3.38,102.0,3.3,3,3.0,4.0,0.0,8.0,54900.0,0
24.0,0,3.88,186.0,2.96,0,1.0,4.0,3.0,9.0,72800.0,0
29.0,1,3.44,951.0,3.63,6,4.0,7.0,2.0,9.0,61300.0,2
19.0,0,2.38,931.0,2.9,5,3.0,3.0,1.0,4.0,25000.0,3
24.0,0,2.88,25.0,3.12,0,2.0,5.0,4.0,5.0,49300.0,2
25.0,0,2.14,72.0,2.01,0,4.0,6.0,4.0,10.0,45000.0,0
18.0,1,2.78,593.0,2.73,5,3.0,7.0,1.0,7.0,27600.0,2
26.0,0,3.48,573.0,2.28,5,1.0,8.0,4.0,6.0,72000.0,0
24.0,0,2.77,18.0,3.38,2,4.0,9.0,0.0,9.0,29200.0,3
20.0,0,2.66,754.0,2.96,1,4.0,7.0,5.0,2.0,48500.0,2
25.0,1,3.19,570.0,2.6,3,1.0,3.0,5.0,8.0,69600.0,2
24.0,0,3.74,332.0,2.94,3,3.0,3.0,2.0,2.0,36800.0,0
28.0,0,2.1,889.0,2.42,2,4.0,9.0,4.0,2.0,49500.0,2
25.0,0,2.77,569.0,3.85,4,1.0,4.0,1.0,3.0,57300.0,2
23.0,1,2.32,97.0,2.11,3,3.0,2.0,1.0,4.0,38000.0,2
26.0,1,3.39,727.0,3.73,5,2.0,1.0,2.0,6.0,41400.0,3
22.0,0,2.21,831.0,3.02,2,0.0,1.0,0.0,6.0,54500.0,2
20.0,0,3.33,12.0,3.24,3,2.0,8.0,2.0,2.0,59600.0,2
20.0,1,2.57,11.0,2.61,3,2.0,7.0,4.0,6.0,61800.0,3
18.0,0,2.4,909.0,3.93,0,0.0,5.0,5.0,8.0,35500.0,0
29.0,1,3.87,163.0,2.56,2,2.0,8.0,0.0,5.0,25600.0,0
25.0,0,2.04,283.0,3.18,5,2.0,4.0,0.0,1.0,62800.0,2
19.0,0,2.88,729.0,3.99,4,1.0,9.0,1.0,8.0,68700.0,0
20.0,0,2.04,872.0,3.76,3,1.0,0.0,0.0,6.0,88900.0,0
25.0,0,2.97,835.0,3.07,4,3.0,7.0,4.0,2.0,96900.0,0
25.0,1,3.0,241.0,3.98,1,4.0,2.0,4.0,7.0,76400.0,2
28.0,0,2.64,857.0,3.4,2,3.0,8.0,4.0,8.0,34500.0,0
21.0,1,2.26,45.0,2.42,2,1.0,0.0,5.0,2.0,47100.0,0
21.0,0,2.75,970.0,2.81,2,1.0,2.0,3.0,1.0,59700.0,0
22.0,0,3.34,593.0,2.67,5,0.0,0.0,0.0,6.0,56900.0,2
23.0,0,3.56,255.0,2.69,5,0.0,0.0,0.0,6.0,47500.0,0
22.0,1,3.06,67.0,3.52,0,1.0,5.0,4.0,8.0,69900.0,1
24.0,0,3.18,918.0,3.17,2,2.0,3.0,1.0,7.0,42500.0,2
19.0,1,2.4,614.0,2.08,0,3.0,9.0,5.0,8.0,53400.0,0
24.0,1,2.57,974.0,3.75,5,1.0,3.0,0.0,10.0,51100.0,2
27.0,0,2.32,603.0,2.59,1,1.0,4.0,3.0,10.0,57200.0,0
24.0,1,2.5,42.0,3.99,6,0.0,2.0,0.0,5.0,58200.0,3
18.0,0,2.45,788.0,3.91,0,3.0,1.0,2.0,2.0,37100.0,0
24.0,1,3.04,816.0,3.88,3,3.0,9.0,3.0,5.0,25000.0,0
22.0,1,3.13,786.0,3.62,2,4.0,7.0,1.0,2.0,43100.0,2
20.0,0,3.89,384.0,2.44,6,1.0,6.0,3.0,9.0,53700.0,0
20.0,0,2.39,589.0,3.07,0,4.0,9.0,3.0,5.0,57400.0,2
21.0,1,3.28,234.0,2.45,4,0.0,3.0,0.0,1.0,40800.0,3
29.0,0,3.63,966.0,2.52,5,4.0,1.0,3.0,9.0,54400.0,2
19.0,0,3.12,714.0,3.22,4,2.0,8.0,4.0,10.0,54000.0,0
19.0,0,2.51,485.0,2.08,3,1.0,7.0,5.0,5.0,40000.0,3
18.0,1,2.53,733.0,3.94,6,1.0,3.0,3.0,1.0,47600.0,0
22.0,0,2.08,774.0,3.84,1,3.0,4.0,0.0,9.0,32000.0,2
21.0,0,2.61,39.0,2.76,0,4.0,9.0,4.0,9.0,25000.0,2
28.0,0,3.49,11.0,3.03,4,3.0,5.0,1.0,10.0,68300.0,0
27.0,1,2.1,624.0,2.93,4,4.0,3.0,2.0,10.0,53000.0,2
19.0,0,2.44,409.0,3.76,0,4.0,1.0,3.0,9.0,44900.0,2
20.0,0,3.41,108.0,3.38,4,0.0,4.0,4.0,6.0,55700.0,3
24.0,0,3.57,94.0,2.56,1,4.0,0.0,4.0,10.0,57000.0,0
24.0,1,2.91,823.0,2.89,4,3.0,6.0,1.0,10.0,80300.0,0
29.0,0,3.4,84.0,2.86,0,4.0,8.0,1.0,2.0,70100.0,0
21.0,0,2.78,58.0,3.92,2,4.0,2.0,2.0,7.0,55300.0,2
22.0,1,2.32,293.0,2.35,4,1.0,5.0,2.0,2.0,82200.0,2
22.0,1,2.8,16.0,2.18,0,1.0,8.0,0.0,4.0,48600.0,0
23.0,0,3.16,991.0,3.76,2,1.0,3.0,2.0,4.0,68200.0,0
26.0,1,3.9,477.0,3.79,4,2.0,5.0,2.0,10.0,42000.0,0
19.0,2,2.14,838.0,3.74,4,1.0,2.0,4.0,7.0,50800.0,2
22.0,0,3.01,605.0,3.02,0,2.0,8.0,3.0,6.0,60100.0,3
29.0,0,2.66,992.0,3.32,3,2.0,6.0,3.0,10.0,53300.0,0
20.0,1,3.02,969.0,3.13,3,3.0,6.0,5.0,7.0,54400.0,2
21.0,1,2.05,165.0,2.14,6,1.0,3.0,2.0,6.0,53800.0,2
27.0,0,2.63,437.0,3.19,3,4.0,5.0,5.0,1.0,69600.0,0
23.0,1,3.64,727.0,2.03,1,0.0,7.0,5.0,4.0,51500.0,2
29.0,0,3.11,656.0,2.65,6,4.0,5.0,0.0,3.0,41100.0,2
25.0,1,2.9,786.0,3.86,3,1.0,5.0,0.0,7.0,49200.0,0
18.0,1,2.57,403.0,2.61,2,4.0,3.0,3.0,7.0,69400.0,3
27.0,1,2.6,940.0,3.88,5,1.0,7.0,1.0,4.0,62800.0,2
25.0,0,2.77,386.0,2.5,0,1.0,9.0,4.0,7.0,48400.0,0
28.0,2,3.67,954.0,2.63,3,4.0,7.0,2.0,4.0,38400.0,1
24.0,1,3.93,138.0,3.26,2,2.0,8.0,4.0,9.0,41700.0,0
18.0,1,2.88,716.0,3.52,5,3.0,5.0,2.0,3.0,49800.0,2
19.0,1,2.79,814.0,3.0,6,3.0,1.0,2.0,10.0,48800.0,2
20.0,0,3.69,722.0,3.76,0,3.0,3.0,5.0,2.0,39100.0,2
18.0,1,2.85,531.0,2.08,3,3.0,3.0,3.0,5.0,64300.0,2
26.0,0,3.1,806.0,3.84,6,0.0,7.0,4.0,9.0,41500.0,0
25.0,0,2.46,293.0,2.39,3,1.0,4.0,4.0,3.0,36400.0,0
19.0,0,3.49,475.0,3.77,6,0.0,3.0,1.0,1.0,47000.0,2
26.0,1,3.06,880.0,2.8,3,3.0,7.0,1.0,9.0,57000.0,2
24.0,2,3.62,462.0,3.67,5,3.0,2.0,4.0,5.0,36200.0,1
26.0,1,3.56,813.0,3.34,2,4.0,1.0,1.0,2.0,50800.0,2
23.0,1,2.43,373.0,2.35,1,3.0,3.0,1.0,6.0,43500.0,0
23.0,0,3.43,162.0,3.84,5,1.0,0.0,2.0,3.0,45100.0,0
28.0,0,3.6,642.0,2.49,2,3.0,0.0,3.0,9.0,49900.0,2
21.0,1,2.69,44.0,2.49,0,3.0,4.0,2.0,3.0,58900.0,3
27.0,1,2.35,865.0,3.63,3,0.0,0.0,5.0,2.0,50100.0,2
27.0,0,2.01,83.0,2.21,1,1.0,3.0,1.0,3.0,89300.0,0
19.0,1,2.9,892.0,2.44,5,2.0,7.0,2.0,6.0,60300.0,3
24.0,0,2.7,636.0,3.01,1,4.0,7.0,2.0,3.0,56100.0,0
22.0,0,3.11,539.0,3.66,0,2.0,1.0,0.0,9.0,45500.0,0
28.0,1,2.38,816.0,2.29,0,0.0,2.0,2.0,9.0,42400.0,2
23.0,1,3.72,862.0,3.1,1,3.0,2.0,2.0,9.0,65200.0,0
19.0,1,2.52,519.0,3.42,0,4.0,0.0,3.0,2.0,26200.0,2
22.0,0,2.45,411.0,3.72,0,1.0,2.0,4.0,7.0,66900.0,0
27.0,0,2.96,341.0,3.87,3,4.0,7.0,0.0,2.0,67400.0,0
21.0,1,3.0,711.0,3.57,2,0.0,5.0,0.0,1.0,48200.0,0
26.0,0,2.43,624.0,3.31,4,3.0,4.0,0.0,5.0,67300.0,2
23.0,2,2.54,89.0,2.87,6,0.0,9.0,5.0,8.0,45700.0,0
19.0,1,2.34,640.0,2.22,1,1.0,8.0,0.0,3.0,48600.0,0
18.0,0,3.44,230.0,3.42,6,2.0,6.0,3.0,7.0,57600.0,0
22.0,1,3.54,18.0,3.99,1,3.0,5.0,4.0,6.0,44400.0,0
26.0,1,2.92,801.0,3.47,1,3.0,4.0,5.0,1.0,60700.0,2
23.0,1,3.43,673.0,2.03,2,0.0,4.0,3.0,7.0,43000.0,0
27.0,1,3.47,864.0,2.99,5,0.0,9.0,0.0,3.0,54100.0,0
29.0,1,2.28,890.0,3.23,5,0.0,8.0,4.0,4.0,89600.0,2
24.0,1,3.93,281.0,3.38,1,3.0,9.0,3.0,10.0,57200.0,0
22.0,0,3.64,910.0,3.44,1,0.0,5.0,4.0,2.0,66300.0,3
27.0,0,2.41,422.0,3.12,2,4.0,3.0,5.0,1.0,63700.0,2
23.0,0,2.37,678.0,2.45,0,4.0,3.0,3.0,5.0,25000.0,0
22.0,1,2.25,772.0,3.88,5,4.0,3.0,4.0,6.0,48600.0,0
28.0,1,2.28,876.0,3.39,4,3.0,5.0,3.0,2.0,70600.0,3
26.0,1,3.5,702.0,2.47,6,0.0,0.0,0.0,10.0,32200.0,2
23.0,0,2.94,338.0,2.64,1,1.0,8.0,0.0,6.0,47400.0,2
28.0,0,3.57,266.0,3.84,2,0.0,1.0,0.0,6.0,82000.0,2
25.0,1,3.49,803.0,3.77,1,3.0,1.0,5.0,8.0,33100.0,0
19.0,1,3.21,355.0,2.81,5,4.0,4.0,3.0,8.0,67300.0,0
29.0,0,3.37,360.0,2.08,2,3.0,3.0,4.0,6.0,37100.0,0
26.0,1,2.04,791.0,2.1,6,0.0,2.0,4.0,7.0,58500.0,2
22.0,1,2.62,217.0,2.57,3,3.0,4.0,1.0,4.0,61000.0,3
24.0,0,3.28,321.0,3.26,5,1.0,6.0,2.0,5.0,62100.0,0
27.0,0,2.02,850.0,3.17,0,3.0,9.0,0.0,6.0,35900.0,2
18.0,1,2.07,719.0,3.27,3,2.0,1.0,0.0,6.0,67600.0,1
27.0,1,3.7,665.0,3.43,2,3.0,5.0,0.0,3.0,39400.0,0
22.0,2,3.37,992.0,2.04,1,0.0,3.0,1.0,9.0,26500.0,0
29.0,1,2.53,693.0,2.21,0,2.0,1.0,1.0,4.0,35300.0,0
27.0,1,3.38,212.0,2.72,5,4.0,0.0,1.0,8.0,37500.0,0
19.0,1,3.58,785.0,2.31,6,0.0,7.0,0.0,4.0,61400.0,2
29.0,1,2.61,953.0,2.15,5,1.0,4.0,4.0,6.0,65300.0,0
23.0,1,2.07,203.0,3.28,4,3.0,9.0,0.0,1.0,52200.0,0
28.0,0,3.87,717.0,3.63,0,3.0,1.0,1.0,2.0,35600.0,2
18.0,1,2.69,985.0,3.51,1,0.0,7.0,1.0,6.0,42100.0,2
20.0,1,2.21,916.0,3.63,3,3.0,2.0,2.0,3.0,48700.0,3
22.0,0,2.98,896.0,3.33,2,3.0,6.0,3.0,7.0,31500.0,3
21.0,0,3.54,153.0,3.47,3,4.0,1.0,2.0,1.0,33400.0,3
20.0,0,2.44,682.0,2.54,5,3.0,6.0,2.0,3.0,49900.0,0
27.0,0,2.54,429.0,3.99,0,3.0,3.0,0.0,3.0,46900.0,0
22.0,1,2.49,753.0,2.37,4,4.0,9.0,3.0,1.0,33500.0,0
28.0,0,3.98,287.0,2.43,1,3.0,0.0,3.0,4.0,69500.0,0
25.0,1,2.39,757.0,2.58,2,4.0,4.0,0.0,8.0,39500.0,0
28.0,2,3.15,321.0,3.95,1,1.0,3.0,4.0,7.0,32200.0,2
21.0,0,3.85,436.0,3.98,1,3.0,7.0,5.0,7.0,69300.0,2
18.0,2,2.29,592.0,3.59,4,0.0,0.0,0.0,5.0,54600.0,0
28.0,0,3.94,496.0,3.26,0,2.0,1.0,4.0,4.0,45700.0,2
24.0,1,3.89,604.0,3.04,3,1.0,4.0,4.0,10.0,39500.0,0
25.0,0,3.77,149.0,3.94,1,3.0,9.0,3.0,6.0,44500.0,0
20.0,2,2.43,542.0,3.39,5,0.0,9.0,0.0,2.0,39000.0,0
23.0,0,3.27,635.0,3.89,5,2.0,1.0,0.0,1.0,42200.0,1
19.0,1,3.52,899.0,2.63,1,4.0,0.0,3.0,7.0,52600.0,3
24.0,0,3.97,482.0,2.67,1,3.0,5.0,2.0,4.0,36400.0,0
25.0,1,2.36,326.0,3.71,2,4.0,9.0,0.0,7.0,25000.0,3
23.0,1,3.53,939.0,2.3,1,1.0,3.0,5.0,6.0,75400.0,0
23.0,1,2.68,29.0,3.89,5,2.0,4.0,5.0,9.0,31800.0,2
22.0,1,2.35,259.0,3.01,1,2.0,2.0,1.0,10.0,25900.0,2
25.0,0,2.84,698.0,3.85,0,4.0,9.0,1.0,6.0,68200.0,2
18.0,1,3.59,929.0,2.67,5,4.0,5.0,0.0,3.0,43000.0,0
27.0,0,2.93,75.0,3.43,1,1.0,3.0,4.0,7.0,55100.0,0
21.0,1,3.08,557.0,2.97,4,0.0,5.0,5.0,9.0,62600.0,0
21.0,1,3.99,581.0,3.25,4,3.0,4.0,5.0,10.0,63900.0,2
